,Comment,Sentiment
1595,Is he ok?,Positive
1596,Wow I didn't realize you cuse that much geze,Positive
1597,Funny Haha,Positive
1598,i could feel the heat from the phone screen,Neutral
1599,Thats so mean😭😭,Neutral
1600,If this a prank just don't. Piss her off in any time soon pay backs a a real bitch lol she gotcha👍😘😇😌😰😱😁😁😂😂😂😘😘laughing my big butt off right o your face soooo funny.!!!!!!!,Negative
1601,That face lol,Positive
1602,10:49 lmao,Positive
1603,He so deserves it,Neutral
1604,"I’m sorry but that’s horrible, you’re laughing while your bf is crying?! And saying he can’t breathe?! I don’t support Kate",Positive
1605,I laughed sooo much omg hahahah,Positive
1606,Am laughing to die,Negative
1607,What a bitch,Negative
1608,I feel bad 😔 R.I.P. slaiman,Negative
1609,Lol.,Positive
1610,We have the same phone case😇,Neutral
1611,10:36 a look of pure evil haha,Negative
1612,Rudolph the red mouth reindeer.,Neutral
1613,Fuck that’s cruel,Negative
1614,haaahhh haahhhh😂😂😂 omg dat shit killed me twice😂😂😂,Negative
1615,10:48 ahahhaha lmao he looks like a hay that moment just kidding but LMAOOOO😂😂,Positive
1616,"If Kate wants revenge, honestly the biggest revenge will be, her breaking up with him for good. Every relationship is different. For some this may be normal for some but I think for most isn’t. Not interested to continue watching or even subscribing. And if they are really acting, well then they would be able to act anything else not just cruelty vs each other",Positive
1617,I love you guys! Your movie pranks are one of the best! I really enjoy them! Kate...Simon.... great job! Please carry on:-),Positive
1618,this was sooooper amazing... lol,Positive
1619,"Tbh, turning off the tap and not giving him water for sometime was quite dangerous...",Negative
1620,Your guys channel is kinda getting old. All anyone ever sees is pranks on each other and I feel like every time you guys actually really know the other is going to prank one another. I’d like to see one real life clips of your life. Some serious stuff.,Positive
1621,He cant fucking breathe and kate is just standing there laughing. WHAT THE FUCK,Negative
1622,"Oh my wow that was too funny!!! 
I pray you guys have babies when you get older, or now, blessings!!!",Positive
1623,You are a horrible bitch that it terrible turning off the tap you cunt,Negative
1624,😂😂😂😂😂😂 so funny,Positive
1625,i'm laughin so hardddd,Neutral
1626,"Slaiman
Slaima
Slaim 
Slai
Sla
Sl 
S
St
Ste 
Stev
Steve",Neutral
1627,Hahaha! He's dying...no water!,Positive
1628,I watched the break up prank video and it turns to a proposal did slaiman forgive you? did you take the ring?,Positive
1629,I hate your girl. After he cried she need to give him water fuck you asshole girl,Negative
1630,"For how many pranks they pull on each other, if he was smart, he would've switched bowls with her first.",Positive
1631,he is kind offfff a geyyyyyyyyyy,Positive
1632,I knew he was gay,Neutral
1633,I knew he was gay,Neutral
1634,10:22 I chocked on my water 😂😂,Neutral
1635,"damn! I almost cried for him after he started heating up...I was actually screaming ""GET HIM SOME FUCKING WATER!"" at the screen....  just a tiny tiny drop of any of those sauces will put you through hell..",Negative
1636,She is evil!,Negative
1637,Die alte is genauso scharf,Negative
1638,"That stuffs weak, I got 1million scovell hot sauce",Negative
1639,"Oh no water doesn’t help neither does ice cream because ice cream is sweet,things that help are milk and plain yogurt",Positive
1640,im crying of laughter ... love you when stick it to him and say tap out !!!!,Positive
1641,Just a thought but if you love someone why would you want to hurt them,Positive
1642,"raven robinson
He has done literally the same thing. He put tue super hot sauce on her McDonald's sandwich and dunked her straw in it for if she tryed to take a drink. She did both and was crying at the end till he put the camera down and started to help her.

He deserved this!!",Positive
1643,This is really fucking dangerous,Negative
1644,I am going to be diluting with other hot sauces😂😂😂,Neutral
1645,He never started the timer. :(,Negative
1646,He’s going to suffocate!😂,Neutral
1647,Is he gay?,Neutral
1648,So this was the first video i saw from this channel and i thought Kate was a mean person..I have now watched them all and give this my approval haha,Positive
1649,Lol,Positive
1650,Be careful though! Real spicy stuff can mess up your stomach permanently.,Negative
1651,"go back to making each other cry, those pranks were way better. don't kill each other. I was worried for slaiman. what the heck 😨",Positive
1652,samyang spcy,Neutral
1653,"I've eaten a lot of spicy things even had the worlds hottest pepper and hot sauces, but that was murder, I gone to the hospital because of eating hot peppers and when u don't have anything to drink that's when u will drink anything just to feel relief. Take it from a person who's been to the hospital a few times mixing hot sauces is terrible on ur body and ur organ functions @tofar",Negative
1654,Best prank ever 😂😂😂😂💔,Positive
1655,She is like a witch using potions...,Neutral
1656,I'm shocked he's not dead yet,Positive
1657,No hate guys just saying to save your relationship please stop youtube bcoz I’ve seen many couples broke up bcoz of pranking each other I’m just saying no hate love you guys. Love your videos 💕,Negative
1658,The bit where he says 'there so hot starts chomping more & he says come on.. 😅😅,Neutral
1659,"""I'll go get some water"" 
""NO NO NO!!""
""What why!?!??""
""Uhhh... cause it's..... cheating!""",Negative
1660,I totally love you guys!!!! Greetings from Greece 🙏🙏😍😍😍,Positive
1661,I’m Mexican so I drink hot sauce when I’m dehydrated,Neutral
1662,Isn't this too rude and insensitive?? He can't breathe. I feel so bad for him~,Negative
1663,Is one of those Carolina reaper sauce,Neutral
1664,Watta wusssssss!!! Hahhhaaaaa!!!!,Neutral
1665,"U r buti full 
Haa haaa",Neutral
1666,So sad he looks so happy to eat 😂😂😂,Positive
1667,10:49 almost killed me,Negative
1668,11:12 HAWWW KATE! LMFAO,Positive
1669,Queen of Pranks,Neutral
1670,This girl retarted,Neutral
1671,Kate you're a bitch lol,Negative
1672,That bitch exactly heartless as my c.sis,Negative
1673,I can't even imagine what his shitting session would be like....Breathing fire from his backside.,Negative
1674,😂😂😂😂😂😂,Neutral
1675,Im already laughing hahaha kate what u doing hahaha,Positive
1676,You need to break up with this girl. This was not funny at all,Negative
1677,Omg girl,Neutral
1678,Steve helped her turn off the water,Neutral
1679,I feel bad😅,Neutral
1680,At least he uploaded the video ... sooooooooooo that means he’s not dead 😂😂😂,Positive
1681,Lbar lol omg lmao <3♡♡♡♡♡♡♡♡,Positive
1682,"After all the things he does to her, he deserves this.",Neutral
1683,just a little more lmao,Positive
1684,"this pepper makes thoes look like milk The Carolina Reaper 2,200,000 SHU. stil wicked",Negative
1685,Both of you are evil it’s funny,Negative
1686,Those screams killed me😂,Negative
1687,"This was so funny, I can't stop laughing :') poor slaiman, :')",Negative
1688,whenever he said aahhhhh i die🤣🤣🤣😂😂,Neutral
1689,Greetings from Indonesia,Positive
1690,NOT HEALTHY. WTF  IS WRONG WITH YOU GUYS.!!!! TAKE something sweet. It will help.,Positive
1691,DON'T DRINK WATER WHEN ITS SPICY IT MAKES IT WORSE,Negative
1692,I can barely eat hot cheetos so I'd literally have a funeral...,Neutral
1693,Hahaaaaa Girly screams,Negative
1694,HHAHAHAHHAHHAAHHAHAHAHAHAHHHAHHAHAHA,Neutral
1695,This is beyond fucked up she should given him some water alot sooner or milk. I would dump her for being a dumbass,Negative
1696,Put some sugar in your mouth it will stop,Negative
1697,Wasting of food is really really bad dude's stupid's fuckers,Negative
1698,10:49 he spits out a noodle. U gotta look carefully tho lmaoooo,Positive
1699,Stupid girl!!!!! Horrible prank!!!!,Negative
1700,CAW CAW MATING CALL,Neutral
1701,give him the fucking Water u dump ass bitch,Negative
1702,someday they will kill each other,Negative
1703,His Scream,Negative
1704,I want that saaaause😍😍😋😋😋😋😋😍😍😍😍,Positive
1705,"Not to sound boring, but it is very rude to make pranks that can affect one person's health. This could make ulcers in the stomach which in worst case can lead to bacterial infections and cancer......",Negative
1706,U said its a very dangerous stuff 13.34.. why is it there in the first place?,Negative
1707,Plz stop like as prank it dangerous for u boyfriend,Negative
1708,i feel so bad for slaiman😢😢this is not good,Negative
1709,So funny!,Positive
1710,You are so insane first you take this revenge and then feel sorry for him ..you really are psycopath i mean who does that to their loved ones ..,Negative
1711,Weird relationship.,Negative
1712,This was so mean!!,Neutral
1713,Kate has prepared the noodles thankfully ... thank you 😂😂,Positive
1714,You are not funny... he will die. 😭,Negative
1715,prank #2 when he was in bathrom.. :D,Positive
1716,HAHA,Positive
1717,This is cosmic payback for him pranking Katie with hot sauce in her McDonalds food 😂😂😂😂😂😂,Neutral
1718,This was hilarious 😂😭🤣,Positive
1719,Im abou2 dieeee its so funnytytt,Neutral
1720,Like this if this is to much,Positive
1721,Awesome,Positive
1722,hahahahahah,Neutral
1723,Frost thing too hot drink cold water then milk they eat yourgourt then eat ice cream and milk together,Neutral
1724,Your girl is STUPID,Negative
1725,I am laughing so hard lol!! No offense lol,Positive
1726,Lol,Positive
1727,Well deserved. And I died laughing holy crap lol,Positive
1728,"You guys, just marry already",Neutral
1729,A psychopath with a stupid prank :/ a big thumbdown,Negative
1730,i call her 'evil',Neutral
1731,Let's not forget the time when slaiman did a hot sauce prank on kate.,Positive
1732,She has evil eyes,Negative
1733,Is your boyfriend gay?,Neutral
1734,this video made me go to the store and buy noodles,Neutral
1735,Holy i thought he was gonna die,Negative
1736,I hate u Kate honestly how stupid it’s spicy it’s not funny such an idiot,Negative
1737,Are you crazy? Thats insane....,Negative
1738,He scream like a little bitch !!!!!,Negative
1739,I would fuckin punch a hole in the wall,Neutral
1740,I cant stop laughing...I never heard before how he scream...,Positive
1741,You need to do more revenges.,Negative
1742,Laughed so hard I cried watching this! Thank you!,Positive
1743,Its MUKBANG,Neutral
1744,Nice job,Positive
1745,"""kate how are you not.. HAAAAAA""",Neutral
1746,😂😂😂,Neutral
1747,"Honesty, If it's that hot, your face will turn super red and this case, I don't see it. Either its act or sauces are not that spicy as your guys mentioned. Sorry. Coming from a guy who eats spicy food for 30 years. I like your vids though.",Positive
1748,Slaiman I know you couldn’t breathe but I was laughing so damn hard that I couldn’t either 😂😂😂😂,Negative
1749,no no .no good.,Negative
1750,Best prank ever!,Positive
1751,slaiman you're doomed,Negative
1752,"ahahahahaha,I laughed and laughed",Positive
1753,ooh poor boy,Negative
1754,Wealth by gayman,Positive
1755,"I love spicy food, but this was actually scary for this strong guy! Especially when he had a hard time breathing... Possible allergic reaction",Negative
1756,옼ㅋㅋㅋㅋ불닭이다,Neutral
1757,"Ignore my english 😊
I hate spycy food but I watch this 
Omg im too hungryyyyy",Negative
1758,Your Royal hotness starts at 9:51,Neutral
1759,hahhh hahhh,Neutral
1760,"If this pranl would be reversed "" whole different story"" most women and humor dont go along",Positive
1761,Goooo katie 👍👍👍,Neutral
1762,don't even care. he deserved it. film all of it.,Negative
1763,Come on you don't believe this people.,Neutral
1764,Thats dangerous🙈 And water makes it worse. He has to drink milk!,Negative
1765,I know one thing... his doodoo is going to be on fire!!! 💩🔥,Negative
1766,im dyingggg,Neutral
1767,HAHAHAHHAHAH hes scream so funny. Allways laughing my butt of when im watching this clip. Repeat :-),Positive
1768,I just thought this part was so funny xD 13:50,Positive
1769,"SUPID WHAT ARE DOING??? YOU ARE GONNA GIVE HIM HEART BURN,😤😤",Neutral
